id,can_smiles,T,cif_path
2104623,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,128.0,cifs/2104623.cif
2104624,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,128.0,cifs/2104624.cif
2104625,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,128.0,cifs/2104625.cif
2104626,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,128.0,cifs/2104626.cif
2104627,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,128.0,cifs/2104627.cif
2104628,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,128.0,cifs/2104628.cif
2104630,CCCCCCCCCCOC(=O)[C@@H]1CC(=O)N1,51.0,cifs/2104630.cif
2104631,CCCCCCCCCCCCOC(=O)[C@@H]1CC(=O)N1,66.0,cifs/2104631.cif
2104632,CCCCCCCCCCCCCCCCOC(=O)[C@@H]1CC(=O)N1,76.0,cifs/2104632.cif
2104678,CC(C)Cc1ccc(C(C)C(=O)O)cc1,77.0,cifs/2104678.cif
2104682,CCOC(=O)c1ccc(C23C4C5C6C2[Fe]56432789C3C2C7C8(c2ccc(C(=O)OCC)cc2)C39)cc1,133.0,cifs/2104682.cif
2104690,C[Si](C)(C)C,-100.0,cifs/2104690.cif
2104779,O=S(=O)([O-])O.c1c[nH+]ccn1,138.0,cifs/2104779.cif
2104780,O=S(=O)([O-])O.c1c[nH+]ccn1,138.0,cifs/2104780.cif
2104800,CCc1ccc2c(c1)CN1CN2Cc2cc(CC)ccc21,52.5,cifs/2104800.cif
2104801,CC(C)c1ccc2c(c1)CN1CN2Cc2cc(C(C)C)ccc21,109.8,cifs/2104801.cif
2104802,CC(C)c1ccc2c(c1)CN1CN2Cc2cc(C(C)C)ccc21,112.0,cifs/2104802.cif
2104803,CC(C)c1ccc2c(c1)CN1CN2Cc2cc(C(C)C)ccc21,111.0,cifs/2104803.cif
2104804,CC(C)(C)c1ccc2c(c1)CN1CN2Cc2cc(C(C)(C)C)ccc21,208.0,cifs/2104804.cif
2104805,CC(C)(C)c1ccc2c(c1)CN1CN2Cc2cc(C(C)(C)C)ccc21,176.5,cifs/2104805.cif
2104857,CC(=O)Oc1ccccc1C(=O)O,138.0,cifs/2104857.cif
2104908,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,128.0,cifs/2104908.cif
2104909,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,128.0,cifs/2104909.cif
2104943,CCOC(C)(C)C,-94.0,cifs/2104943.cif
2104974,O=Cc1cccc(Cl)c1Cl,63.0,cifs/2104974.cif
2104975,O=Cc1cc(Cl)ccc1Cl,56.0,cifs/2104975.cif
2104976,O=Cc1ccc(Cl)c(Cl)c1,43.0,cifs/2104976.cif
2104977,O=Cc1cc(Cl)cc(Cl)c1,63.0,cifs/2104977.cif
2105022,CCOC(=O)C(=O)OCC,-40.0,cifs/2105022.cif
2105023,CCOC(=O)C(=O)OCC,-40.0,cifs/2105023.cif
2105024,COC(=O)C(=O)OC,52.0,cifs/2105024.cif
2105025,COC(=O)C(=O)OC,52.0,cifs/2105025.cif
2105026,COC(=O)C(=O)OC,52.0,cifs/2105026.cif
2105027,COC(=O)C(=O)OC,52.0,cifs/2105027.cif
2105028,COC(=O)C(=O)OC,52.0,cifs/2105028.cif
2105031,CCCCOC(=O)C(=O)OCCCC,-30.5,cifs/2105031.cif
2105032,CCCCOC(=O)C(=O)OCCCC,-30.5,cifs/2105032.cif
2105048,NC(=O)CN1CCCC1=O,152.0,cifs/2105048.cif
2105052,CC(=O)Nc1ccc(O)cc1,170.0,cifs/2105052.cif
2105074,O=C(Nc1ccncc1)c1ccc(F)cc1,188.0,cifs/2105074.cif
2105075,O=C(Nc1ccncc1)c1cccc(F)c1,187.0,cifs/2105075.cif
2105076,O=C(Nc1ccncc1)c1ccccc1F,135.0,cifs/2105076.cif
2105077,O=C(Nc1cccnc1)c1ccc(F)cc1,148.0,cifs/2105077.cif
2105078,O=C(Nc1cccnc1)c1ccc(F)cc1,150.0,cifs/2105078.cif
2105079,O=C(Nc1cccnc1)c1cccc(F)c1,151.0,cifs/2105079.cif
2105080,O=CN(O)CCCP(=O)(O)O,90.0,cifs/2105080.cif
2105082,O=C(Nc1ccccn1)c1ccc(F)cc1,120.0,cifs/2105082.cif
2105083,O=C(Nc1ccccn1)c1cccc(F)c1,77.0,cifs/2105083.cif
2105084,O=C(Nc1ccccn1)c1ccccc1F,85.0,cifs/2105084.cif
2105093,[NH3+]C(CO)C(=O)[O-],228.0,cifs/2105093.cif
2105094,[NH3+]C(CO)C(=O)[O-],228.0,cifs/2105094.cif
2105095,[NH3+]C(CO)C(=O)[O-],228.0,cifs/2105095.cif
2105096,[NH3+]C(CO)C(=O)[O-],228.0,cifs/2105096.cif
2105097,[NH3+]C(CO)C(=O)[O-],228.0,cifs/2105097.cif
2105098,[NH3+]C(CO)C(=O)[O-],228.0,cifs/2105098.cif
2105099,[NH3+]C(CO)C(=O)[O-],228.0,cifs/2105099.cif
2105100,[NH3+]C(CO)C(=O)[O-],228.0,cifs/2105100.cif
2105101,[NH3+]C(CO)C(=O)[O-],228.0,cifs/2105101.cif
2105102,[NH3+]C(CO)C(=O)[O-],228.0,cifs/2105102.cif
2105103,[NH3+]C(CO)C(=O)[O-],228.0,cifs/2105103.cif
2105164,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,255.0,cifs/2105164.cif
2105209,OC[C@H](O)C(O)[C@@H](O)CO,101.0,cifs/2105209.cif
2105318,COC(=O)c1ccc(N2C(=O)c3cccc(c3)C(=O)N(c3ccc(C(=O)OC)cn3)C(=O)c3cccc(c3)C(=O)N(c3ccc(C(=O)OC)cn3)C(=O)c3cccc(c3)C(=O)N(c3ccc(C(=O)OC)cn3)C(=O)c3cccc(c3)C2=O)nc1,203.0,cifs/2105318.cif
2105319,COC(=O)c1ccc(N2C(=O)c3cccc(c3)C(=O)N(c3ccc(C(=O)OC)cn3)C(=O)c3cccc(c3)C(=O)N(c3ccc(C(=O)OC)cn3)C(=O)c3cccc(c3)C2=O)nc1,217.0,cifs/2105319.cif
2105320,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,128.0,cifs/2105320.cif
2105321,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,128.0,cifs/2105321.cif
2105322,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,128.0,cifs/2105322.cif
2105323,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,128.0,cifs/2105323.cif
2105324,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,128.0,cifs/2105324.cif
2105325,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,128.0,cifs/2105325.cif
2105328,CNC(=O)NC,102.0,cifs/2105328.cif
2105329,CNC(=O)NC,102.0,cifs/2105329.cif
2105446,CCCCO,-90.0,cifs/2105446.cif
2105465,C[C@@H]1CNCCN1,90.0,cifs/2105465.cif
2105466,C[C@H]1CNCCN1,90.0,cifs/2105466.cif
2105479,CNC(N)=S,120.0,cifs/2105479.cif
2105484,CN(C)C(=S)N(C)C,79.3,cifs/2105484.cif
2105490,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,237.5,cifs/2105490.cif
2105528,C[C@@H](CCC(=O)O)[C@@H]1CC[C@@H]2[C@H]3CC[C@H]4C/C(=N\O)CC[C@@]4(C)[C@@H]3CC[C@]21C,169.0,cifs/2105528.cif
2105533,Oc1c(F)c(F)c(O)c(F)c1F,169.0,cifs/2105533.cif
2105534,Oc1c(Br)c(Br)c(O)c(Br)c1Br,244.0,cifs/2105534.cif
2105535,COc1ccc(OS(=O)(=O)c2ccc(C)cc2)c2c(OC)ccc(C=O)c12,173.0,cifs/2105535.cif
2105537,COc1ccc(C=O)c2c(OC(=O)c3ccccc3)cccc12,173.7,cifs/2105537.cif
2105540,O=C1c2ccccc2C(=O)N1Nc1ccccc1,-89.0,cifs/2105540.cif
2105541,CN(c1ccccc1)N1C(=O)c2ccccc2C1=O,-159.0,cifs/2105541.cif
2105542,CN(c1ccccc1)N1C(=O)c2ccccc2C1=O,-148.0,cifs/2105542.cif
2105560,O=C1c2ccccc2C(=O)c2ccccc21,285.0,cifs/2105560.cif
2105561,O=C1c2ccccc2C(=O)c2ccccc21,285.0,cifs/2105561.cif
2105562,O=C1c2ccccc2C(=O)c2ccccc21,285.0,cifs/2105562.cif
2105563,O=C1c2ccccc2C(=O)c2ccccc21,285.0,cifs/2105563.cif
2105564,O=C1c2ccccc2C(=O)c2ccccc21,285.0,cifs/2105564.cif
2105572,O=C1OC(Cl)c2ccccc21,60.0,cifs/2105572.cif
2105574,CCCN1C(=O)c2ccccc2[C@@]1(O)c1ccccc1,145.05,cifs/2105574.cif
2105590,O=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,145.0,cifs/2105590.cif
2105596,O=C1C=C(Nc2ccccc2)CCC1,177.0,cifs/2105596.cif
2105677,O=C([O-])CCl.[Li+],210.7,cifs/2105677.cif
2105678,O=C([O-])CBr.[Li+],205.5,cifs/2105678.cif
2105679,O=C(CI)O1[Li]<-O=C(CI)O2[Li]<-1<-O=C(CI)O1->[Li]OC(CI)=O->[Li]<-21,257.20000000000005,cifs/2105679.cif
2105702,C=CC=O,-87.0,cifs/2105702.cif
2105703,Fc1cc(Br)c(Cl)c(Br)c1,86.0,cifs/2105703.cif
2105706,Br[Si](Br)(Br)Br,-28.0,cifs/2105706.cif
2105707,Br[Si](Br)(Br)Br,-28.0,cifs/2105707.cif
2105708,O[C@@H](C1CCCCC1)[C@@H](O)C1CCCCC1,133.0,cifs/2105708.cif
2105709,O[C@@H](C1CCCCC1)[C@@H](O)C1CCCCC1,133.0,cifs/2105709.cif
2105713,Oc1ccccc1-c1ccc(Cl)cc1,42.10000000000002,cifs/2105713.cif
2105714,Oc1ccccc1-c1ccc(Cl)cc1,42.10000000000002,cifs/2105714.cif
2105732,Fc1ccc(/N=C2\SCC3CCCN2C3)cc1,90.0,cifs/2105732.cif
2105733,Cc1ccc(/N=C2\SCC3CCCN2C3)cc1,75.0,cifs/2105733.cif
2105753,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O.O=C([O-])c1ccc[nH+]c1,257.79999999999995,cifs/2105753.cif
2105754,NC(=O)c1cccnc1.NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,173.60000000000002,cifs/2105754.cif
2105755,NC(=O)CCC(N)=O.NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O.NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,235.1,cifs/2105755.cif
2105756,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O.Nc1ccc(C(=O)O)cc1.Nc1ccc(C(=O)O)cc1,175.89999999999998,cifs/2105756.cif
2105797,NNC(=O)c1ccncc1,172.0,cifs/2105797.cif
2105807,Cc1cccc(C)c1NC1=[NH+]CCCS1.[Cl-],169.0,cifs/2105807.cif
2105808,Cc1cccc(C)c1NC1=[NH+]CCCS1.[Cl-],142.0,cifs/2105808.cif
2105809,Cc1cccc(C)c1NC1=[NH+]CCCS1.[Cl-],133.0,cifs/2105809.cif
2105817,NC(=O)c1cnccn1,189.0,cifs/2105817.cif
2105858,Brc1cccc(Br)c1,-7.0,cifs/2105858.cif
2105859,Brc1cccc(Br)c1,-7.0,cifs/2105859.cif
2105860,Brc1cccc(Br)c1,-7.0,cifs/2105860.cif
2105861,Brc1ccccc1Br,5.0,cifs/2105861.cif
2105862,Brc1ccccc1Br,5.0,cifs/2105862.cif
2105863,Brc1ccccc1Br,5.0,cifs/2105863.cif
2105865,[O-][n+]1ccccc1,65.0,cifs/2105865.cif
2105866,[O-][n+]1ccccc1,65.0,cifs/2105866.cif
2105867,[O-][n+]1ccccc1,65.0,cifs/2105867.cif
2105868,[O-][n+]1ccccc1,65.0,cifs/2105868.cif
2105869,[O-][n+]1ccccc1,65.0,cifs/2105869.cif
2105941,CCCCO,-90.0,cifs/2105941.cif
2105989,O.O=C([O-])[O-].[NH4+].[NH4+],0.0,cifs/2105989.cif
2105990,O.O=C([O-])[O-].[NH4+].[NH4+],0.0,cifs/2105990.cif
2105998,c1cc2ccc1CCc1ccc(cc1)CC2,286.0,cifs/2105998.cif
2105999,c1cc2ccc1CCc1ccc(cc1)CC2,286.0,cifs/2105999.cif
2106000,c1cc2ccc1CCc1ccc(cc1)CC2,286.0,cifs/2106000.cif
2106001,c1cc2ccc1CCc1ccc(cc1)CC2,286.0,cifs/2106001.cif
2106007,O=C(O)c1ccc2ccccc2c1O,195.0,cifs/2106007.cif
2106008,O=C(O)c1ccc2ccccc2c1O,195.0,cifs/2106008.cif
2106651,CCN(CC)CC(=O)Nc1c(C)cccc1C,68.5,cifs/2106651.cif
2107460,NC(=O)N1c2ccccc2C=Cc2ccccc21,190.0,cifs/2107460.cif
2107464,COC1(OC)COP(=O)([O-])OC1.COC1(OC)COP(=O)([O-])OC1.COC1(OC)COP(=O)([O-])OC1.COC1(OC)COP(=O)([O-])OC1.COC1(OC)COP(=O)([O-])OC1.COC1(OC)COP(=O)([O-])OC1.[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+],173.0,cifs/2107464.cif
2107465,COC1(OC)COP(=O)([O-])OC1.COC1(OC)COP(=O)([O-])OC1.COC1(OC)COP(=O)([O-])OC1.COC1(OC)COP(=O)([O-])OC1.COC1(OC)COP(=O)([O-])OC1.COC1(OC)COP(=O)([O-])OC1.[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+],173.0,cifs/2107465.cif
2107466,COC1(OC)COP(=O)([O-])OC1.COC1(OC)COP(=O)([O-])OC1.COC1(OC)COP(=O)([O-])OC1.COC1(OC)COP(=O)([O-])OC1.COC1(OC)COP(=O)([O-])OC1.COC1(OC)COP(=O)([O-])OC1.[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+],173.0,cifs/2107466.cif
2107467,COC1(OC)COP(=O)([O-])OC1.COC1(OC)COP(=O)([O-])OC1.COC1(OC)COP(=O)([O-])OC1.COC1(OC)COP(=O)([O-])OC1.COC1(OC)COP(=O)([O-])OC1.COC1(OC)COP(=O)([O-])OC1.[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+],173.0,cifs/2107467.cif
2108037,Fc1ccc(C(c2ccc(F)cc2)[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Br-],232.0,cifs/2108037.cif
2108038,N#Cc1cccc(N)c1,52.0,cifs/2108038.cif
2108039,N#Cc1ccc(N)cc1,85.0,cifs/2108039.cif
2108132,O=C(O)c1ccc(S)cc1,168.5,cifs/2108132.cif
2108158,O=P(O)(O)O,20.0,cifs/2108158.cif
2108159,O=P(O)(O)O,20.0,cifs/2108159.cif
2108160,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108160.cif
2108161,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108161.cif
2108162,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108162.cif
2108163,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108163.cif
2108164,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108164.cif
2108165,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108165.cif
2108166,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108166.cif
2108167,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108167.cif
2108168,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108168.cif
2108169,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108169.cif
2108170,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108170.cif
2108171,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108171.cif
2108172,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108172.cif
2108173,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108173.cif
2108174,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108174.cif
2108175,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108175.cif
2108176,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108176.cif
2108177,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108177.cif
2108178,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108178.cif
2108179,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108179.cif
2108180,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108180.cif
2108181,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108181.cif
2108182,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108182.cif
2108183,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108183.cif
2108184,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108184.cif
2108185,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108185.cif
2108186,[2H]OP(=O)(O[2H])O[2H],42.5,cifs/2108186.cif
2108288,Clc1ccc(Cl)c(Cl)c1Cl,47.0,cifs/2108288.cif
2108289,Clc1ccc(Cl)c(Cl)c1Cl,47.0,cifs/2108289.cif
2108290,Clc1cc(Cl)c(Cl)c(Cl)c1,53.0,cifs/2108290.cif
2108291,Clc1cc(Cl)c(Cl)c(Cl)c1,53.0,cifs/2108291.cif
2108382,CC[C@@H](c1cccc(O)c1)[C@@H](C)C[NH+](C)C.[Cl-],204.0,cifs/2108382.cif
2108394,O=Cc1ccc2ccc3cccc4ccc1c2c34,127.0,cifs/2108394.cif
2108395,O=Cc1ccc2ccc3cccc4ccc1c2c34,127.0,cifs/2108395.cif
2108396,O=Cc1ccc2ccc3cccc4ccc1c2c34,127.0,cifs/2108396.cif
2108397,O=Cc1ccc2ccc3cccc4ccc1c2c34,127.0,cifs/2108397.cif
2108398,O=Cc1ccc2ccc3cccc4ccc1c2c34,127.0,cifs/2108398.cif
2108399,O=Cc1ccc2ccc3cccc4ccc1c2c34,127.0,cifs/2108399.cif
2108400,O=c1c2ccc3c(=O)n4c5ccccc5nc4c4ccc(c2c34)c2nc3ccccc3n12,471.0,cifs/2108400.cif
2108401,O=c1c2ccc3c(=O)n4c5ccccc5nc4c4ccc(c2c34)c2nc3ccccc3n12,468.0,cifs/2108401.cif
2108459,O=C(O)CNC(=O)c1ccccc1,190.0,cifs/2108459.cif
2108460,O=C(O)CNC(=O)c1ccccc1,190.0,cifs/2108460.cif
2108461,O=C(O)CNC(=O)c1ccccc1,190.0,cifs/2108461.cif
2108470,NC(=O)N1c2ccccc2C=Cc2ccccc21,190.0,cifs/2108470.cif
2108575,CCOC(=O)c1ccc(N)cc1,90.0,cifs/2108575.cif
2108576,CCOC(=O)c1ccc(N)cc1,90.0,cifs/2108576.cif
2108577,CCOC(=O)c1ccc(N)cc1,90.0,cifs/2108577.cif
2108578,CCOC(=O)c1ccc(N)cc1,90.0,cifs/2108578.cif
2108579,CCOC(=O)c1ccc(N)cc1,90.0,cifs/2108579.cif
2108580,CCOC(=O)c1ccc(N)cc1,90.0,cifs/2108580.cif
2108581,CCOC(=O)c1ccc(N)cc1,90.0,cifs/2108581.cif
2108582,CCOC(=O)c1ccc(N)cc1,90.0,cifs/2108582.cif
2108650,CS(C)=O.O.O,-75.0,cifs/2108650.cif
2108651,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H].[2H]O[2H].[2H]O[2H].[2H]O[2H],-62.0,cifs/2108651.cif
2108680,O=C([O-])c1cccc[nH+]1.O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,182.6,cifs/2108680.cif
2108681,O=C([O-])c1cccc[nH+]1.O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,182.6,cifs/2108681.cif
2108759,Cn1ccc(=O)[nH]c1=O,237.0,cifs/2108759.cif
2108760,Cn1ccc(=O)[nH]c1=O,237.0,cifs/2108760.cif
2108847,Brc1cccc(Br)c1Br,87.5,cifs/2108847.cif
2108848,Brc1cccc(Br)c1Br,87.5,cifs/2108848.cif
2108849,Brc1cccc(Br)c1Br,87.5,cifs/2108849.cif
2108850,Brc1ccc(Br)c(Br)c1,42.0,cifs/2108850.cif
2108851,Brc1ccc(Br)c(Br)c1,42.0,cifs/2108851.cif
2108852,Brc1ccc(Br)c(Br)c1,42.0,cifs/2108852.cif
2108853,Brc1cc(Br)cc(Br)c1,123.0,cifs/2108853.cif
2108854,Brc1cc(Br)cc(Br)c1,123.0,cifs/2108854.cif
2108855,Brc1cc(Br)cc(Br)c1,123.0,cifs/2108855.cif
2108892,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,269.0,cifs/2108892.cif
2108907,COC(=O)CS(=O)(=O)CCOCCn1c(=O)n(C)c(=O)n(C)c1=O,120.0,cifs/2108907.cif
2108946,Cc1c2ccccc2cc2ccccc12,80.0,cifs/2108946.cif
2108951,Cc1c2ccccc2cc2ccccc12,80.0,cifs/2108951.cif
2108952,Cc1c2ccccc2cc2ccccc12,80.0,cifs/2108952.cif
2108953,Cc1c2ccccc2cc2ccccc12,80.0,cifs/2108953.cif
2108963,CC(C)OC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,211.8,cifs/2108963.cif
2108966,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCCN6CCOCC6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,205.5,cifs/2108966.cif
2108999,NC(=O)c1cnccn1,189.0,cifs/2108999.cif
2109000,NC(=O)c1cnccn1,189.0,cifs/2109000.cif
2109001,NC(=O)c1cnccn1,189.0,cifs/2109001.cif
2109002,NC(=O)c1cnccn1,189.0,cifs/2109002.cif
2109003,NC(=O)c1cnccn1,189.0,cifs/2109003.cif
2109004,NC(=O)c1cnccn1,189.0,cifs/2109004.cif
2109005,NC(=O)c1cnccn1,189.0,cifs/2109005.cif
2109006,NC(=O)c1cnccn1,189.0,cifs/2109006.cif
2109075,c1ccc2c(c1)C1c3ccccc3C2c2ccccc21,253.5,cifs/2109075.cif
2109077,CCBr,-119.0,cifs/2109077.cif
2109078,CCBr,-119.0,cifs/2109078.cif
2109079,CCBr,-119.0,cifs/2109079.cif
2109080,CCBr,-119.0,cifs/2109080.cif
2109081,CCBr,-119.0,cifs/2109081.cif
2109082,CCBr,-119.0,cifs/2109082.cif
2109083,CCBr,-119.0,cifs/2109083.cif
2109084,CCI,-108.0,cifs/2109084.cif
2109085,CCI,-108.0,cifs/2109085.cif
2109086,CCI,-108.0,cifs/2109086.cif
2109087,CCI,-108.0,cifs/2109087.cif
2109088,CCI,-108.0,cifs/2109088.cif
2109089,CCI,-108.0,cifs/2109089.cif
2109090,CCI,-108.0,cifs/2109090.cif
2200003,COc1cccc2c1O[V]13(=O)(<-O)<-N(=C2)CCN->1=Cc1cccc(OC)c1O3.O,22.0,cifs/2200003.cif
2200017,Cc1cc(C(C)(C)C)[nH]n1,167.0,cifs/2200017.cif
2200022,c1ccc(CCNc2cccc3cccnc23)cc1,57.6,cifs/2200022.cif
2200027,C[C@]12CC[C@H](O)C[C@@H]1CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)C[C@@H]3O[C@@]312,-37.0,cifs/2200027.cif
2200028,O=[N+]([O-])c1cccc2ccc3ccccc3c12,81.89999999999998,cifs/2200028.cif
2200029,c1ccc(-c2nc(Cn3nc4ccccc4n3)co2)cc1,103.0,cifs/2200029.cif
2200032,[Cl-].c1c[nH+]c2c(c1)ccc1c3c([nH]c12)CCCC3,157.5,cifs/2200032.cif
2200038,O=C(O)COc1ccc2ccccc2c1,156.0,cifs/2200038.cif
2200040,O=C1CSC(=O)N1,125.0,cifs/2200040.cif
2200044,CC(=O)N1CCOCCOCCOCCN(C(C)=O)CCOCCOCCOCC1,86.0,cifs/2200044.cif
2200046,CN1(C)CCN(C)(C)->[Zn]<-1(Br)Br,179.14999999999998,cifs/2200046.cif
2200047,COc1cc(OC)c(C)c(Oc2cc(O)c(C(C)=O)c(O)c2C)c1,-83.5,cifs/2200047.cif
2200071,COc1ccc(Cc2sc(N)[nH+]c2C)cc1.[Cl-],218.0,cifs/2200071.cif
2200079,NC(=O)C1CCN(c2cc(Cl)nc(N)n2)CC1.O,207.0,cifs/2200079.cif
2200080,C/C(=N\Nc1cccc2cccnc12)c1cccs1,160.0,cifs/2200080.cif
2200081,Cc1cc(Cl)nc2ccccc12,55.0,cifs/2200081.cif
2200082,c1cnc2c(c1)ccc1cc(-c3ccncc3)[nH]c12,212.5,cifs/2200082.cif
2200094,O=C(O)CCCCCCCCC(=O)O,133.0,cifs/2200094.cif
2200095,O=C(O)CCCCCCCC(=O)O,102.0,cifs/2200095.cif
2200096,c1cnc2ccc3ncccc3c2c1,177.0,cifs/2200096.cif
2200098,C[C@]12CC[C@H](O)C[C@@H]1CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)C[C@H](O)[C@@]12Cl,-146.0,cifs/2200098.cif
2200102,CSc1nc(Cl)cc(N2CCCCC2)n1,83.85,cifs/2200102.cif
2200106,CSc1nc(Cl)c(-c2ccccc2)c(Cl)n1,113.85,cifs/2200106.cif
2200116,CSc1nc(Cl)cc(NCCc2ccccc2)n1,88.0,cifs/2200116.cif
2200122,Cc1cc2c(s1)C(=C(C#N)C#N)C(C(C)C)=CC=C2,-165.5,cifs/2200122.cif
2200131,N#CC(C#N)=c1c2ccccc2c(=C(C#N)C#N)n1C/C=C/c1ccccc1,197.0,cifs/2200131.cif
2200132,C/C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-104.0,cifs/2200132.cif
2200133,COc1ccc(C(=O)C(C)CO)c(O)c1OC,70.0,cifs/2200133.cif
2200144,Cc1ccc(N2C(=O)C=CC2=O)cc1Cl,146.0,cifs/2200144.cif
2200149,CN1CCN(C2=C(Cl)C(=O)c3ccccc3C2=O)CC1,120.35,cifs/2200149.cif
2200161,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1O,191.0,cifs/2200161.cif
2200173,Cc1[nH]nc2c1C(c1ccc(Br)cc1)C1=C(CC(C)(C)CC1=O)N2,314.0,cifs/2200173.cif
2200176,Cc1[nH]nc2c1C(c1ccc3ccccc3c1)C1=C(CC(C)(C)CC1=O)N2,329.0,cifs/2200176.cif
2200180,CC1(C)OC(=O)C(=CNc2nc3ccccc3s2)C(=O)O1,207.0,cifs/2200180.cif
2200182,CC1(C)CC(=O)C=C(Nc2cc(-c3ccccc3)[nH]n2)C1,229.0,cifs/2200182.cif
2200183,O=C(c1cnc2cc(-c3ccccc3)nn2c1)c1ccccc1O,317.0,cifs/2200183.cif
2200188,CC(C)(C)NC(=O)N1CCOCC1,175.7,cifs/2200188.cif
2200200,Clc1ccc(-c2cccc(Cl)c2Cl)cc1,-204.5,cifs/2200200.cif
2200205,C[C@]12CCC=C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,126.0,cifs/2200205.cif
2200211,C1=C[S]=C(C2=[S]c3nccnc3S2)S1,-91.0,cifs/2200211.cif
2200234,N#Cc1c(F)c(F)c(F)c(F)c1F,2.0,cifs/2200234.cif
2200236,Clc1cccc(-c2nc3ccccc3n2CC23C4C5C6C2[Fe]56432789C3C2C7C8C39)c1,164.0,cifs/2200236.cif
2200252,CC1=CC(C)=O->[V]23(O1)(OC(C)=CC(C)=O->2)OC(C)=CC(C)=O->3,187.5,cifs/2200252.cif
