id,can_smiles,T
7150867,OB(O)c1ccccc1Br,109.0
8101989,NNC(=O)c1ccccc1Br,153.0
2240049,O=C(O)c1ccccc1Br,148.0
4130596,O=C(O)c1ccccc1Br,148.0
2015769,N#Cc1ccccc1Br,55.0
7157819,N#Cc1ccccc1Br,55.0
2224993,O=C(O)c1cccnc1Br,254.0
2234961,O=C(O)Cc1ccccc1Br,106.0
2005623,OCC#CCO,56.0
7054714,CC#CC(=O)O,77.0
7054715,CC#CC(=O)O,77.0
7054716,CC#CC(=O)O,77.0
7054717,CC#CC(=O)O,77.0
7054718,CC#CC(=O)O,77.0
7054719,CC#CC(=O)O,77.0
7054720,CC#CC(=O)O,77.0
7054721,CC#CC(=O)O,77.0
7054722,CC#CC(=O)O,77.0
7054723,CC#CC(=O)O,77.0
7054724,CC#CC(=O)O,77.0
2105703,Fc1cc(Br)c(Cl)c(Br)c1,86.0
2217197,Cc1cccc(C)c1NC(=O)CCl,148.0
1502742,Oc1cccnc1Cl,170.0
4508711,Oc1cccnc1Cl,170.0
2216200,Cc1nc2ccccc2nc1Cl,73.0
7223726,CCNc1nc(Cl)nc(NCC)n1,228.0
4500479,O=C(O)c1ccc(F)cc1Cl,185.0
2220069,Nc1ccc(I)cc1Cl,70.0
2200081,Cc1cc(Cl)nc2ccccc12,55.0
2228950,ClCc1ccc(Cl)nc1,40.0
2013406,Cc1ccc(Cl)c(O)c1,46.0
2240877,N#Cc1cccc(Cl)n1,87.0
2230326,O=C(O)c1c(F)cccc1Cl,158.0
2223637,COc1ccc2nc(Cl)c(C=O)cc2c1,150.0
1520400,CC(=O)Nc1ccccc1Cl,87.0
2214092,CC(=O)Nc1ccccc1Cl,87.0
4101497,CC(=O)Nc1ccccc1Cl,87.0
2222994,NS(=O)(=O)c1ccccc1Cl,190.0
2234160,NNC(=O)c1ccccc1Cl,118.0
2005184,Clc1nc2ccccc2[nH]1,183.0
4130599,O=C(O)c1ccccc1Cl,140.0
7202389,O=C(O)c1ccccc1Cl,140.0
2015768,N#Cc1ccccc1Cl,45.0
2220873,NC(=O)c1cccnc1Cl,165.0
2212763,CNC(=O)CCl,46.0
7200372,Oc1ccccc1Cl,8.0
2224639,NNC(=O)COc1ccccc1Cl,112.0
2235006,O=C(O)Cc1ccccc1Cl,96.0
2224034,O=Cc1cc2ccccc2nc1Cl,149.0
2230918,Cc1ccc(-c2ccccc2C#N)cc1,51.0
2015376,N#Cc1ccccc1C=O,104.0
4104926,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,123.0
2243734,CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,125.0
2017378,CCOc1ccccc1C(N)=O,133.0
4517046,CCOc1ccccc1C(N)=O,133.0
4517047,CCOc1ccccc1C(N)=O,133.0
2102541,CCOc1ccccc1/C=C/C(=O)O,135.0
2102542,CCOc1ccccc1/C=C/C(=O)O,135.0
2102543,CCOc1ccccc1/C=C/C(=O)O,135.0
2102544,CCOc1ccccc1/C=C/C(=O)O,135.0
2102545,CCOc1ccccc1/C=C/C(=O)O,135.0
2102546,CCOc1ccccc1/C=C/C(=O)O,135.0
2102547,CCOc1ccccc1/C=C/C(=O)O,135.0
2102548,CCOc1ccccc1/C=C/C(=O)O,135.0
2200696,CCC(CO)(CO)CO,60.0
2204471,N#Cc1ccc(O)cc1F,125.0
2200516,N#Cc1c(F)cccc1I,50.0
1520181,CC(=O)Nc1ccccc1F,78.0
7247570,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,113.0
4512180,OB(O)c1ccccc1F,104.0
1516193,O=C(O)c1ccccc1F,124.0
7118965,O=C(Cl)c1ccccc1F,5.0
2101142,O=C(O)C(O)c1ccccc1F,115.0
7218453,O=C(O)C(O)c1ccccc1F,115.0
2100154,Oc1ccccc1F,15.0
4507554,Cc1ccccc1F,-87.0
4507555,Cc1ccccc1F,-87.0
4507556,Cc1ccccc1F,-87.0
7247278,O=Cc1ccccc1B(O)O,118.0
7232751,O=Cc1ccco1,-38.0
2000788,O=Cc1c(O)ccc2ccccc12,79.0
4109972,CC(O)(C(=O)O)C(F)(F)F,85.0
2235828,COc1cccc(C=O)c1O,41.0
2213632,COc1cccc(C(=O)O)c1O,152.0
7208253,COc1cccc(C(=O)O)c1O,152.0
8104888,COc1ccc(C=O)c(O)c1,42.0
2000923,CCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1,48.0
1519800,COc1ccc(O)c(C(=O)O)c1,143.0
7208267,COc1ccc(O)c(C(=O)O)c1,143.0
2005799,N#Cc1ccccc1O,94.0
7206516,OCc1ccccc1O,85.0
1519814,OCC1COc2ccccc2O1,89.0
2213924,OCC1COc2ccccc2O1,89.0
2205631,Nc1ccccc1I,55.0
2216404,O=Cc1ccccc1I,37.0
2216829,BrCc1ccccc1I,56.0
2014326,S=C1NCCS1,105.0
2221624,COc1ccc2ccccc2c1C=O,83.0
2223500,COc1ccccc1C(=O)NN,80.0
7202701,COc1cc(O)ccc1O,89.0
2008029,COc1ccc2ccccc2c1,72.0
8104945,COc1ccccc1CC(=O)O,124.0
2015695,COc1ncccc1B(O)O,137.0
7050129,CC1=CC(=O)c2ccccc2C1=O,106.0
7050130,CC1=CC(=O)c2ccccc2C1=O,106.0
7244792,CC1(O)C2CC3CC(C2)CC1C3,216.0
7244794,CC1(O)C2CC3CC(C2)CC1C3,216.0
7244795,CC1(O)C2CC3CC(C2)CC1C3,216.0
1520430,CC(=O)Nc1ccccc1C,111.0
2212851,CC(=O)Nc1ccccc1C,111.0
2003972,Cc1ccc2c(c1)C(=O)c1ccccc1C2=O,172.0
2226924,Cc1ccccc1C(O)c1ccccc1,94.0
2102143,CC1C(=O)CCCC1=O,206.0
2102144,CC1C(=O)CCCC1=O,206.0
2213512,CC(CCC(=O)O)C(=O)O,76.0
1519948,Cc1ncc[nH]1,143.0
7244957,Cc1ncc[nH]1,143.0
2011375,CC(C(N)=O)C(N)=O,209.0
2203659,Cc1ccccc1OCC(=O)O,154.0
2102094,Cc1cnccn1,-30.0
2102095,Cc1cnccn1,-30.0
7051296,Cc1cnccn1,-30.0
7222061,Cc1c(O)cccc1O,120.0
3500028,O=Cc1ccc2ccccc2c1,61.0
2001226,O=C(O)c1ccc2ccccc2c1,184.0
2005576,O=C(O)c1ccc2ccccc2c1,184.0
2201841,Oc1ccc2ccccc2c1,122.0
2200038,O=C(O)COc1ccc2ccccc2c1,156.0
2006334,O=C1NCCO1,87.0
2221351,O=C(O)CC1CCCC1=O,49.0
7246163,NC(=O)COc1ccccc1,102.0
2206144,O=C(O)c1ccccc1Oc1ccccc1,113.0
2103855,CC(Oc1ccccc1)C(=O)O,118.0
2004473,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,215.0
2204056,CC(C(=O)O)N1C(=O)c2ccccc2C1=O,163.0
2200599,Cc1ccccn1,-70.0
7216778,CC(C)O,-90.0
7217593,CC(C)O,-90.0
2007152,O=C1CCCN1,24.0
2220431,O=C(O)c1cccc(-c2nnn[nH]2)c1,285.0
2000835,O=C(O)CCc1ccccc1O,87.0
2101557,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,158.0
2228708,O=C(O)CCc1cccnc1,158.0
7124711,OCC(O)COc1ccc(Cl)cc1,80.0
2003638,O=C(O)CCc1ccc(O)cc1,129.0
2219891,COc1ccc(C(=O)CCC(=O)O)cc1,149.0
2201521,CS(=O)(=O)c1ccc(C(=O)CCC(=O)O)cc1,170.0
1520190,CC(=O)Nc1cccc(C(F)(F)F)c1,105.0
7210759,CC(=O)Nc1cccc(C(F)(F)F)c1,105.0
2237566,O=C(O)C(O)(C(F)(F)F)C(F)(F)F,81.0
2237586,O=C(O)C(O)C(F)(F)F,69.0
8104828,O=C(O)CC(c1ccccc1)(c1ccccc1)c1ccccc1,182.0
4308750,Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N,170.0
2213351,OCc1ccc2c(c1)OCO2,53.0
7108261,O=C(O)c1cc(F)c(F)c(F)c1,98.0
7108262,O=C(O)c1cc(F)c(F)c(F)c1,98.0
3500107,COc1cc(C(C)=O)cc(OC)c1OC,81.0
2214732,COc1cc(C(=O)O)cc(OC)c1OC,170.0
2236675,COc1cc(O)cc(OC)c1OC,146.0
2213197,COc1cc(C)cc(OC)c1OC,36.0
2212063,Nc1ccncc1N,219.0
2213646,CC(=O)c1ccc(Cl)c(Cl)c1,74.0
2104976,O=Cc1ccc(Cl)c(Cl)c1,43.0
4130600,NC(=O)c1ccc(Cl)c(Cl)c1,141.0
4130597,O=C(O)c1ccc(Cl)c(Cl)c1,207.0
1513577,Oc1ccc(Cl)c(Cl)c1,66.0
1513578,Oc1ccc(Cl)c(Cl)c1,66.0
1513579,Oc1ccc(Cl)c(Cl)c1,66.0
2239291,O=C(O)c1ccc(F)c(F)c1O,178.0
2229273,O=c1c(O)c(-c2ccc(O)cc2)oc2ccccc12,286.0
2200548,O=C(O)Cc1ccc(O)c(O)c1,129.0
1544545,COc1ccc(C(C)=O)cc1OC,49.0
2213841,COc1ccc(C(=O)NN)cc1OC,145.0
2210706,COc1ccc(/C=C/C(=O)c2ccccc2)cc1OC,89.0
2241392,COc1ccc(O)cc1OC,81.0
2201857,COc1ccc(CC(=O)O)cc1OC,97.0
2217196,CC(=O)Nc1ccc(C)c(C)c1,97.0
7235276,Cc1ccc(N)cc1C,50.0
2200862,Cc1ccncc1C,-11.0
1513588,O=C(O)c1c(O)c(Cl)cc(Cl)c1Cl,210.0
1513589,O=C(O)c1c(O)c(Cl)cc(Cl)c1Cl,210.0
1513590,O=C(O)c1c(O)c(Cl)cc(Cl)c1Cl,210.0
2218029,O=Cc1cc(Br)cc(Br)c1O,83.0
2022372,O=C(O)c1cc(Br)cc(Br)c1O,226.0
2217056,O=C(O)c1cc(Br)cc(Br)c1O,226.0
2218181,O=Cc1cc(Cl)cc(Cl)c1O,96.0
2218301,O=Cc1cc(Cl)cc(Cl)c1O,96.0
2104977,O=Cc1cc(Cl)cc(Cl)c1,63.0
1554076,N#Cc1cc(Cl)cc(Cl)c1,66.0
2227857,Nc1c(Cl)cc(S(N)(=O)=O)cc1Cl,207.0
2213638,O=C(O)c1cc(F)cc(F)c1,121.0
2201333,N#Cc1cc(F)cc(F)c1,86.0
2009889,Oc1cc(F)cc(F)c1,53.0
2200161,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1O,191.0
4510915,Cc1cc(O)cc(O)c1,107.0
4510925,Cc1cc(O)cc(O)c1,107.0
2100371,N#Cc1cc(I)c(O)c(I)c1,204.0
2100372,N#Cc1cc(I)c(O)c(I)c1,204.0
2210703,CC(C)c1cc(C(=O)O)c(O)c(C(C)C)c1,117.0
2224154,COc1cc(C(C)=O)cc(OC)c1O,119.0
2242779,COc1cc(C=O)cc(OC)c1,46.0
2009967,COc1cc(OC)cc(C(=O)O)c1,184.0
3500105,COc1cc(O)cc(OC)c1,46.0
2205374,Cc1cc(C)n(CO)n1,109.0
2230003,Cc1cc(C)cc(O)c1,63.0
2102355,c1ccc(-c2cc(-c3ccccc3)[nH]n2)cc1,202.0
7206438,c1ccc(-c2cc(-c3ccccc3)[nH]n2)cc1,202.0
2203831,CC(C)(C)c1cc(C=O)c(O)c(C(C)(C)C)c1,60.0
2238528,CC(C)(C)c1cc(C=O)c(O)c(C(C)(C)C)c1,60.0
2008417,CC(C)(C)C1=CC(=O)C(=O)C(C(C)(C)C)=C1,115.0
4116565,CC(C)(C)C1=CC(=O)C(=O)C(C(C)(C)C)=C1,115.0
2200844,Cc1cncc(C)c1,-9.0
1520402,CC(=O)Nc1cccc(C(C)=O)c1,127.0
1520183,CC(=O)Nc1cccc(O)c1,148.0
1520188,CC(=O)Nc1cccc(O)c1,148.0
2210240,CC(=O)Nc1cccc(O)c1,148.0
7221546,CC(=O)Nc1cccc(O)c1,148.0
2311283,CC(=O)Oc1cccc(C(=O)O)c1C,150.0
2201737,CCOC(=O)c1[nH]c(C)c(C(C)=O)c1C,142.0
4027572,CCOC(=O)c1[nH]c(C)c(C(C)=O)c1C,142.0
2227731,CC(=O)c1cc(Cl)sc1Cl,38.0
2226577,CC(=O)c1cccc(C(=O)O)c1,164.0
4504705,CC(=O)c1cc2ccccc2oc1=O,122.0
4504706,CC(=O)c1cc2ccccc2oc1=O,122.0
4505412,CC(=O)c1cc2ccccc2oc1=O,122.0
4505411,CC(=O)c1cc2ccccc2oc1=O,122.0
2016691,CC(=O)c1c[nH]c2ccccc12,189.0
2018112,CC(=O)c1ccsc1,60.0
2104175,NCCCO,11.0
2104174,NCCCO,11.0
2104176,NCCCO,11.0
4508718,Nc1cccnc1Br,77.0
2212361,Cc1ccnc(Cl)c1N,66.0
4508709,Nc1cccnc1Cl,78.0
7203556,Nc1cc2ccccc2cc1O,235.0
7221763,Cc1onc(N)c1Br,74.0
2108038,N#Cc1cccc(N)c1,52.0
2231034,Nc1cccc(CO)c1,93.0
2236168,Nc1cnc2ccccc2c1,94.0
2105596,O=C1C=C(Nc2ccccc2)CCC1,177.0
7247467,O=C(O)CCC(=O)c1ccccc1,117.0
7247468,O=C(O)CCC(=O)c1ccccc1,117.0
7247469,O=C(O)CCC(=O)c1ccccc1,117.0
7247470,O=C(O)CCC(=O)c1ccccc1,117.0
7247471,O=C(O)CCC(=O)c1ccccc1,117.0
7247472,O=C(O)CCC(=O)c1ccccc1,117.0
7247473,O=C(O)CCC(=O)c1ccccc1,117.0
7247475,O=C(O)CCC(=O)c1ccccc1,117.0
7247474,O=C(O)CCC(=O)c1ccccc1,117.0
7247476,O=C(O)CCC(=O)c1ccccc1,117.0
7247477,O=C(O)CCC(=O)c1ccccc1,117.0
1552369,N#Cc1ncccc1Br,98.0
2300000,OB(O)c1cccc(Br)c1,166.0
8106873,O=C(O)c1cccc(Br)c1,155.0
3500018,N#Cc1cccc(Br)c1,39.0
7157813,N#Cc1cccc(Br)c1,39.0
8100770,O=c1c(Br)coc2ccccc12,96.0
2213541,Cc1c(Cl)cccc1S(=O)(=O)Cl,71.0
2234621,CC(=O)Nc1ccc(F)c(Cl)c1,118.0
2100867,Nc1ccc(F)c(Cl)c1,46.0
1519900,CC(=O)Nc1cccc(Cl)c1,77.0
2217482,CC(=O)Nc1cccc(Cl)c1,77.0
2227048,NNC(=O)c1cccc(Cl)c1,158.0
2100148,Oc1cccc(Cl)c1,32.0
2100149,Oc1cccc(Cl)c1,32.0
8104944,O=C(O)CCCl,39.0
2219566,CCOc1cc(C=O)ccc1O,77.0
2208968,CCC(O)(CC)CC,-13.0
4504097,C#Cc1cccnc1,40.0
2204544,Cc1ccc(C(=O)O)cc1F,170.0
1520182,CC(=O)Nc1cccc(F)c1,88.0
7210756,CC(=O)Nc1cccc(F)c1,88.0
2210655,OB(O)c1cccc(F)c1,214.0
1516197,O=C(O)c1cccc(F)c1,123.0
2101143,O=C(O)C(O)c1cccc(F)c1,96.0
2100146,Oc1cccc(F)c1,12.0
2100147,Oc1cccc(F)c1,12.0
4507557,Cc1cccc(F)c1,-87.0
4507558,Cc1cccc(F)c1,-87.0
2013944,O=Cc1cccc(B(O)O)c1,111.0
7247279,O=Cc1cccc(B(O)O)c1,111.0
1519794,O=C(O)c1ccoc1,122.0
2004501,O=C(O)c1ccoc1,122.0
4508712,Oc1cccnc1I,193.0
2005587,Cc1occc(=O)c1O,163.0
2005588,Cc1occc(=O)c1O,163.0
7715078,Cc1occc(=O)c1O,163.0
4508713,Cc1ncccc1O,168.0
2201559,O=C(O)c1cc2ccccc2cc1O,220.0
2240893,COc1ccc(CO)cc1O,136.0
2011508,O=Cc1cccc(O)c1,104.0
4508048,O=C(O)c1cccc(O)c1,202.0
2204234,N#Cc1cccc(O)c1,80.0
2104099,O=C(c1ccccc1)c1cccc(O)c1,114.0
7206517,OCc1cccc(O)c1,71.0
7206518,OCc1cccc(O)c1,71.0
2021531,O=c1c(O)c(-c2ccccc2)oc2ccccc12,170.0
7714981,O=c1c(O)c(-c2ccccc2)oc2ccccc12,170.0
2237035,Cc1cc(C)c(C)c(I)c1C,79.0
1573539,Nc1cccc(I)c1,23.0
4508671,N#Cc1cccc(I)c1,40.0
4508672,Oc1cccc(I)c1,41.0
2223531,COc1cccc(C(=O)NN)c1,92.0
2242781,COc1cccc(C(=O)O)c1,106.0
2201335,COc1cccc(CC(=O)O)c1,70.0
2203116,Cc1nc2ccccc2[nH]c1=O,271.0
7712519,Cc1nc2ccccc2[nH]c1=O,271.0
2218032,Cc1c(-c2ccccc2)oc2c(C(=O)O)cccc2c1=O,235.0
2216564,O=C1OCCN1c1ccccc1,121.0
8102480,O=C(O)CC(CC(=O)O)c1ccccc1,142.0
1508526,O=C(O)CCP(=O)(O)O,164.0
2004743,O=C(O)CCN1C(=O)c2ccccc2C1=O,152.0
7154587,O=C(O)CCN1C(=O)c2ccccc2C1=O,152.0
2200598,Cc1cccnc1,-18.0
4508807,OC1CN2CCC1CC2,221.0
2008656,Oc1ccc(-n2cncn2)cc1,255.0
7224121,c1cc(N2CCCC2)ccn1,56.0
2226856,CN(C)c1ccc(N=Nc2ccccn2)cc1,109.0
2225294,OC1(c2ccc(Cl)cc2)CCNCC1,139.0
2230481,CC(=O)CCc1ccc(O)cc1,82.0
2212672,COc1ccc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1,162.0
2216605,Cc1ccc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1,169.0
2211141,Nc1ccc(N2CCOCC2)cc1,131.0
2241129,COC(=O)c1ccc(B(O)O)cc1,223.0
2223416,CNc1ccc(C(=O)O)cc1,159.0
2225470,CNc1ccncc1,126.0
2220326,CS(=O)(=O)c1ccc(CC(=O)O)cc1,136.0
1520251,CC(=O)Nc1ccc(C(F)(F)F)cc1,152.0
7210760,CC(=O)Nc1ccc(C(F)(F)F)cc1,152.0
4085828,NC(=O)c1ccc(C(F)(F)F)cc1,184.0
2012499,N#Cc1ccc(C(F)(F)F)cc1,38.0
2012576,N#CCc1ccc(C(F)(F)F)cc1,45.0
2211074,O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,246.0
2229385,O=C(O)CC(O)(C(F)(F)F)C(F)(F)F,87.0
2004485,COc1ccc(C(O)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,79.0
2008322,c1cc(-c2ccncc2)ccn1,113.0
2104097,CCN(CC)c1ccc(C(=O)c2ccc(N(CC)CC)cc2)cc1,94.0
7211896,Nc1ccc(Cc2ccc(N)cc2)cc1,90.0
1504863,O=C(C(=O)c1ccc(Br)cc1)c1ccc(Br)cc1,225.0
4500395,O=C(C(=O)c1ccc(Br)cc1)c1ccc(Br)cc1,225.0
2010682,O=C(c1ccc(Br)cc1)c1ccc(Br)cc1,174.0
2010683,O=C(c1ccc(Br)cc1)c1ccc(Br)cc1,174.0
2202071,Brc1ccc(-c2ccc(Br)cc2)cc1,167.0
2101357,O=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,145.0
2105590,O=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,145.0
2206799,O=C(/C=C/c1ccc(Cl)cc1)c1ccc(Cl)cc1,158.0
2219208,O=C(C(=O)c1ccc(F)cc1)c1ccc(F)cc1,121.0
2009451,O=C(c1ccc(F)cc1)c1ccc(F)cc1,108.0
2005710,O=C(c1ccc(O)cc1)c1ccc(O)cc1,223.0
2204838,Ic1ccc(-c2ccc(I)cc2)cc1,207.0
2218646,COc1ccc(C(=O)c2ccc(OC)cc2)cc1,144.0
7222379,COc1ccc(Nc2ccc(OC)cc2)cc1,102.0
4310415,Cc1ccnc(-c2cc(C)ccn2)c1,174.0
2218873,Cc1ccc(C(=O)C(=O)c2ccc(C)cc2)cc1,103.0
2021065,Cc1ccc(C(=O)c2ccc(C)cc2)cc1,94.0
2021066,Cc1ccc(C(=O)c2ccc(C)cc2)cc1,94.0
2021067,Cc1ccc(C(=O)c2ccc(C)cc2)cc1,94.0
2205923,CCCCCCCCCc1ccnc(-c2cc(CCCCCCCCC)ccn2)c1,62.0
4000461,c1cc(SSc2ccncc2)ccn1,76.0
4132370,c1cc(SSc2ccncc2)ccn1,76.0
2213865,O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2)cc1,331.0
7100500,O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2)cc1,331.0
2005711,Oc1ccc(Sc2ccc(O)cc2)cc1,153.0
2201847,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,250.0
2215397,Cc1cc(Br)c(Br)cc1C,86.0
2016847,COc1cc(Br)c(Br)cc1OC,91.0
2203878,c1ccc(-c2nc[nH]c2-c2ccccc2)cc1,232.0
4502958,c1ccc(-c2nc[nH]c2-c2ccccc2)cc1,232.0
2217901,c1ccc(P(c2ccccc2)c2cccc3c2Oc2c(cccc2P(c2ccccc2)c2ccccc2)N3)cc1,259.0
2011559,CSc1nc(Cl)cc(Cl)n1,40.0
2241482,Cc1c(Cl)ncnc1Cl,58.0
1548052,O=Cc1c(O)cc(Cl)cc1Cl,52.0
2226817,COc1cc(OC)nc(S(C)(=O)=O)n1,131.0
7225779,O=c1cc(-c2ccccc2)cc(-c2ccccc2)o1,137.0
1544195,O=C1Nc2c(Cl)ccc(Cl)c2C1=O,248.0
2234519,Clc1ccc2c(Cl)ccnc2c1,85.0
1520433,CC(=O)Nc1ccc(C(C)=O)cc1,169.0
1548348,CC(=O)Nc1ccc(O)cc1,170.0
2007205,CC(=O)Nc1ccc(O)cc1,170.0
2102014,CC(=O)Nc1ccc(O)cc1,170.0
2102013,CC(=O)Nc1ccc(O)cc1,170.0
2102015,CC(=O)Nc1ccc(O)cc1,170.0
2102016,CC(=O)Nc1ccc(O)cc1,170.0
2104364,CC(=O)Nc1ccc(O)cc1,170.0
2105052,CC(=O)Nc1ccc(O)cc1,170.0
2300229,CC(=O)Nc1ccc(O)cc1,170.0
2300231,CC(=O)Nc1ccc(O)cc1,170.0
2300230,CC(=O)Nc1ccc(O)cc1,170.0
2300232,CC(=O)Nc1ccc(O)cc1,170.0
2300233,CC(=O)Nc1ccc(O)cc1,170.0
2300234,CC(=O)Nc1ccc(O)cc1,170.0
2300235,CC(=O)Nc1ccc(O)cc1,170.0
2300236,CC(=O)Nc1ccc(O)cc1,170.0
2300237,CC(=O)Nc1ccc(O)cc1,170.0
2300238,CC(=O)Nc1ccc(O)cc1,170.0
2300239,CC(=O)Nc1ccc(O)cc1,170.0
2300241,CC(=O)Nc1ccc(O)cc1,170.0
2300242,CC(=O)Nc1ccc(O)cc1,170.0
2300240,CC(=O)Nc1ccc(O)cc1,170.0
2300244,CC(=O)Nc1ccc(O)cc1,170.0
2300243,CC(=O)Nc1ccc(O)cc1,170.0
2300245,CC(=O)Nc1ccc(O)cc1,170.0
2300455,CC(=O)Nc1ccc(O)cc1,170.0
4510931,CC(=O)Nc1ccc(O)cc1,170.0
7126913,CC(=O)Nc1ccc(O)cc1,170.0
7230299,CC(=O)Nc1ccc(O)cc1,170.0
7232755,CC(=O)Nc1ccc(O)cc1,170.0
7232757,CC(=O)Nc1ccc(O)cc1,170.0
7243949,CC(=O)Nc1ccc(O)cc1,170.0
2214798,CC(=O)c1ccc(C(=O)O)cc1,210.0
7240985,Nc1c(F)c(F)c(C(=O)O)c(F)c1F,183.0
7229854,Nc1c(F)c(F)nc(F)c1F,86.0
2240752,Nc1cc(Cl)c(O)c(Cl)c1,167.0
1504386,Cc1cc(N)nc(C)n1,185.0
7240983,Nc1ccc(C(=O)O)c(F)c1,210.0
2218337,Cc1nnc(C)n1N,198.0
7240987,Cc1cc(C(=O)O)ccc1N,170.0
4111841,Cc1cc(O)ccc1N,178.0
1520243,CC(=O)Nc1ccc(N)cc1,163.0
1520249,CC(=O)Nc1ccc(N)cc1,163.0
2019777,Cc1c(N)c(=O)n(-c2ccccc2)n1C,108.0
4125895,NNC(=O)c1ccc(N)cc1,228.0
7211566,NNC(=O)c1ccc(N)cc1,228.0
2016127,Nc1ccc(C(=O)O)cc1,188.0
2019489,Nc1ccc(C(=O)O)cc1,188.0
2205712,Nc1ccc(C(=O)O)cc1,188.0
7218609,Nc1ccc(C(=O)O)cc1,188.0
7218610,Nc1ccc(C(=O)O)cc1,188.0
7227179,Nc1ccc(C(=O)O)cc1,188.0
2101149,N#Cc1ccc(N)cc1,85.0
2108039,N#Cc1ccc(N)cc1,85.0
7121738,N#Cc1ccc(N)cc1,85.0
7121739,N#Cc1ccc(N)cc1,85.0
7121740,N#Cc1ccc(N)cc1,85.0
7121741,N#Cc1ccc(N)cc1,85.0
7121742,N#Cc1ccc(N)cc1,85.0
7121744,N#Cc1ccc(N)cc1,85.0
7121743,N#Cc1ccc(N)cc1,85.0
7121745,N#Cc1ccc(N)cc1,85.0
7121746,N#Cc1ccc(N)cc1,85.0
7121748,N#Cc1ccc(N)cc1,85.0
7121747,N#Cc1ccc(N)cc1,85.0
7121749,N#Cc1ccc(N)cc1,85.0
7206737,Nc1ccc(C(=O)c2ccccc2)cc1,123.0
7206735,Nc1ccc(C(=O)c2ccccc2)cc1,123.0
7206736,Nc1ccc(C(=O)c2ccccc2)cc1,123.0
7206739,Nc1ccc(C(=O)c2ccccc2)cc1,123.0
7206740,Nc1ccc(C(=O)c2ccccc2)cc1,123.0
7206738,Nc1ccc(C(=O)c2ccccc2)cc1,123.0
7200790,Nc1ccc(CO)cc1,61.0
2218877,Nc1ccc2c(c1)C(=O)NC2=O,290.0
2205643,Nc1ccncc1,159.0
8100435,Nc1ccncn1,150.0
2225502,O=C(c1ccccc1)c1ccc(-c2ccccc2)cc1,101.0
7200205,Nc1ccc(Cc2ccccc2)cc1,37.0
2004133,c1ccc(Cc2ccc(-c3ccccc3)cc2)cc1,86.0
2009261,COc1cc(C=O)ccc1OCc1ccccc1,63.0
2226874,O=Cc1ccc(OCc2ccccc2)cc1,72.0
7240427,O=Cc1ccc(OCc2ccccc2)cc1,72.0
2244235,c1ccc(COc2cccc3[nH]ccc23)cc1,60.0
4502148,Oc1ccc(Cc2ccccc2)cc1,83.0
2228043,O=C(O)Cc1ccc(-c2ccccc2)cc1,161.0
2205382,Nc1c(Cl)cc(Br)cc1Cl,87.0
2217125,Cc1cc(Br)cc(C)c1N,50.0
2224659,Nc1ccc(Br)cc1Cl,70.0
1545784,O=C(O)c1ccc(Br)cc1Cl,173.0
1545785,O=C(O)c1ccc(Br)cc1Cl,173.0
1545786,O=C(O)c1ccc(Br)cc1Cl,173.0
2241938,Cc1cc(O)cc(C)c1Br,115.0
1513580,Oc1ccc(Br)c(Cl)c1,66.0
1513581,Oc1ccc(Br)c(Cl)c1,66.0
1513582,Oc1ccc(Br)c(Cl)c1,66.0
7026394,CC(=O)Nc1ccc(Br)c(C)c1,103.0
2237564,CC(=O)Nc1ccc(Br)cc1,169.0
2014254,CC(=O)c1ccc(Br)cc1,51.0
7204679,Nc1ccc(Br)cc1,63.0
8104905,O=Cc1ccc(Br)cc1,57.0
1520034,NC(=O)c1ccc(Br)cc1,192.0
2205076,OB(O)c1ccc(Br)cc1,284.0
4504168,OB(O)c1ccc(Br)cc1,284.0
7121334,N#Cc1ccc(Br)cc1,113.0
7121335,N#Cc1ccc(Br)cc1,113.0
2102796,O=C(c1ccccc1)c1ccc(Br)cc1,81.0
2102797,O=C(c1ccccc1)c1ccc(Br)cc1,81.0
2102798,O=C(c1ccccc1)c1ccc(Br)cc1,81.0
7227260,OCc1ccc(Br)cc1,78.0
8104672,ClCc1ccc(Br)cc1,40.0
2103046,Brc1ccc(Oc2ccccc2)cc1,18.0
7218463,O=C(O)C(O)c1ccc(Br)cc1,117.0
